,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,篇名,作者,关键词,摘要
37,37,37,37,37,37,菜部类、谷部类和其他药食同源中药安全性评价研究进展,"吴玲,郑琴,张科楠,郭园园,罗俊,肖帅,李文静","药食同源中药,菜部类,谷部类,安全性,不良反应","药食同源是古人在食物和药物之间发现总结的智慧结晶.虽然药食同源中药的活性成分、药理作用已有大量文献报道,但有关其安全性方面的报道相对较少.古代本草,尤其是食物类本草著作记载了大量的药食同源中药,并对来源、品种、功效、禁忌、用法与用量等进行了系统的概述.通过系统地查阅和整理相关文献资料,对药食同源中药的安全性或不良反应进行了综述,为其食疗和保健研究提供了宝贵的依据."
38,38,38,38,38,38,响应面优化药食同源基质制曲工艺及酒体成分分析,"禹晓婷,苏伟,齐琦,姜丽","药食同源,酒曲,响应面,糖化酶,挥发性成分","以种药食同源物质为制曲基质,研究根霉接种量、基质含水量、培曲时间和培曲温度对实验曲糖化酶和液化酶活力的影响.在单因素试验基础上,采用Box-Behnken试验设计原理,以糖化酶活力为响应值,对制曲工艺条件进行优化.结果表明,最佳工艺条件为根霉接种量.％、培曲时间h、基质含水量％和培曲温度℃,在此条件下糖化酶活力预测值为.mg/(g·h).最佳培曲条件经过次验证实验,所得糖化酶活力实测平均值为(.±.)mg/(g·h),实测值与预测值较为接近,说明此方案可行.且实验曲糖化酶和液化酶活力分别约为传统曲的.倍和.倍.对传统曲酿造米酒和实验曲酿造米酒的种酒体成分进行检测,其两种曲酿酒差异最大的物质分别为异戊醇(.、.μg/mL)、丁酸乙酯(.、.μg/mL)、乙酸(.、.μg/mL)、苯酚(.、.μg/mL).综合以上结果,实验曲具有良好的发酵性能,所酿造米酒具有更加丰富的滋味,有较好的开发前景."
39,39,39,39,39,39,种食药同源植物提取物对果蔬常见腐败菌的抑菌活性研究,"郭俊花,张增帅,马欣,成少宁","食药同源,果蔬,腐败菌,抑菌","本文以花椒、高良姜等种食药同源植物提取物为供试材料,分别研究了其对扩展青霉、灰葡萄孢、链格孢和大肠杆菌、金黄色葡萄球菌等种常见果蔬腐败菌的抑制作用.结果表明,花椒对三种霉菌抑制作用最强,高良姜和莱菔子对扩展青霉和链格孢有一定抑制作用.花椒对三种霉菌的最小抑菌浓度分别为.、.、.mg/mL,最小杀菌浓度分别为.、.、.mg/mL.花椒对三种霉菌的孢子萌发有显著抑制作用.花椒提取液处理樱桃番茄可显著降低果实发病率,延长果实保鲜期.种食药同源植物提取液对大肠杆菌抑菌效果较差.高良姜和天麻对金黄色葡萄球菌抑菌效果突出,可显著抑制金黄色葡萄球菌生长,二者对金黄色葡萄球菌的MIC分别为.和.mg/mL,MBC分别为.和.mg/mL."
40,40,40,40,40,40,防治冠心病药食同源类中药配伍的应用及分析,段哲平,"防治,冠心病,药食同源类中药配伍","目的:探究防治冠心病药食同源类中药配伍的应用.方法:检索中医临床诊疗中文献数据库,并筛选-年治疗冠心病的相关文献,分析防治冠心病药食同源类中药配伍的效果.结果:在研究中,中药频次、中药累计频率最高的为活血化瘀类中药、补虚类中药等,为治疗冠心病患者十分常见的一种药物.结论:防治冠心病可以采用养血类中药、补气活血类中药等治疗,具有较高的安全性,值得研究和推广."
41,41,41,41,41,41,药食同源果树欧李分子水平研究进展,"韩红艳,杜俊杰","药食同源,欧李,凝集素","欧李(prunushumilisBge)是中国传统野生果树之一,与药用植物郁李同为蔷薇科樱桃属双子叶植物.欧李作为国家卫生部规定的药食同源植物有重要的研究价值,我们从""欧李、健康、生态""角度提出新问题,新概念、新理念、新技术、新发现.通过阅读文献和实际调查对其分子研究现状和内容进行了分析,重点以欧李凝集素为例对其食用和药用药用价值进行了阐释和展望."
42,42,42,42,42,42,微生物发酵处理药食同源植物研究进展,"李宇邦,吴军林,李曼莎","药食同源植物,微生物,发酵","药食同源植物是指既可以作为食品又可以作为药品的植物,被广泛用于日常养生保健.利用微生物的分解能力处理药食同源植物,可提高其药用价值.从微生物发酵药食同源植物的常用菌种、作用机理和特点、技术进展及其在食品和医药领域的应用个方面展开综述,并对其发展趋势进行展望,以期为微生物发酵处理药食同源植物产品的开发提供依据."
43,43,43,43,43,43,论药食同源,陈启标,"药食同源,异流,滥用","本文探讨药食同源的含义,认为药食同源而异流,内涵方为完整.现今增添药食同源的中药品类确实符合社会发展和社会环境的需要.建议要警惕药食同源品中,药的滥用."
44,44,44,44,44,44,初探防治阿尔茨海默病药食同源类中药配伍规律,马祎,"阿尔茨海默病,退行性病变,药食同源类中药","阿尔茨海默病(AD)俗称老年痴呆,是一种中枢神经系统退行性病变,该病病因及发病机制尚不明确,医者多认为与基因突变、胆碱能缺陷、神经细胞凋亡、自由基损害及脑外伤存在相关性,严重影响患者认知功能、日常生活能力及行为能力,降低生活品质,加重医疗负担.多数病患通过服用西药改善精神行为症状但受困于药物毒副作用影响治疗效果,随着中医养生文化日渐兴盛,医者推荐病患服用药食同源类中药,通过温和药效改善机体内环境,控制病症,同时规避不良反应,减少患者抵触情绪,获取理想疗效.本文旨在探讨防治阿尔茨海默病药食同源类中药配伍规律,以便为后续医疗工作提供参考,现作如下综述."
45,45,45,45,45,45,药食同源中药特膳对型糖尿病高脂血症患者体质量指数、体脂含量、骨骼肌含量、空腹血糖及血脂水平的影响,"张丹,黄华","型糖尿病,高脂血症,药食同源,体质量指数,体脂含量,骨骼肌含量,空腹血糖,总胆固醇,三酰甘油","目的观察药食同源中药特膳对型糖尿病高脂血症患者体质量指数(BMI)、体脂含量、骨骼肌含量、空腹血糖(FPG)及血脂水平的影响.方法将例型糖尿病高脂血症患者按照随机数字表法分为试验组和对照组,各例.对照组采用单纯科学膳食控制方案;试验组采用药食同源中药特膳替换主食,组均给予周的科学饮食控制.周后比较组干预前后BMI、体质量、体脂含量、骨骼肌含量、FPG及血清总胆固醇(TC)、三酰甘油(TG)、低密度脂蛋白胆固醇(LDL-C)、高密度脂蛋白胆固醇(HDL-C)水平.结果干预后试验组BMI、体质量、体脂含量、骨骼肌含量等各项指标均明显改善,对照组除BMI外,其他各项指标均明显改善,与同组干预前比较差异有统计学意义(P＜.),且试验组对各项指标的改善作用明显优于对照组(P＜.);组干预后FPG及血清TC、TG水平均明显下降,与同组干预前比较差异有统计学意义(P＜.),且试验组下降更明显(P＜.).结论药食同源中药特膳能降低型糖尿病高脂血症患者BMI、体脂含量、FPG及血清TC、TG水平,提高骨骼肌含量,值得推广."
46,46,46,46,46,46,基于药食同源作物紫苏的屋顶绿化模式研究,"孙义新,张一,朱焰,李永,魏源,胡清","屋顶绿化,药食同源,紫苏,环境效益","采用药食同源作物紫苏代替传统绿化植物开展屋顶绿化试验,通过试验屋与对照屋的对比,探究了紫苏屋顶绿化模式的环境效益.结果表明:采用紫苏和复配土进行屋顶绿化时,产生的屋面荷载较低,符合屋顶绿化建筑的安全性原则;紫苏绿化具有很好的隔声降噪及隔热保温效果,同等情况下,试验屋内噪声级相较对照屋平均降低.dB,白天试验屋内气温最高可降低.℃,夜间则对室内产生.℃的保温效果;紫苏叶片对空气中浮尘具有一定的吸附效果;通过采用具有经济附加值的紫苏开展屋顶绿化,可以有效开发屋顶的经济价值."
47,47,47,47,47,47,河北省药食同源大豆产业发展现状及对策,"胡春芳,李敏*,冯改静","河北省,药食同源,大豆,种植面积,产量,加工企业,发展现状,存在问题,建议","对河北省药食同源大豆产业的种植生产情况、加工企业现状进行分析,发现存在的问题,以期提出大豆产业发展的建议.利用文献调研、实地调研和专家访谈的情报分析方法,从大豆种植面积、单产水平、年总产量以及大豆加工企业情况方面,对河北省药食同源大豆产业的发展现状进行分析.结果表明:河北省大豆种植面积呈逐年下滑趋势,从年的hm减少到年的hm,减少了.%;单产水平基本呈平稳增长趋势,年单产水平已经达到了kg/hm;大豆总产量呈曲线下降趋势,从年的t下降到年的t,其中年总产量最低(t).河北省大豆加工食用品以初级加工农产品和传统加工产品为主,新兴大豆制品品种较少;加工的大豆保健品主要是大豆卵磷脂和大豆低聚糖.河北省大豆加工企业存在着产业链条短、深加工层次较浅、大型龙头企业较少、大豆加工原料不足等问题.并对河北省药食同源大豆产业的发展提出了相应对策."
48,48,48,48,48,48,凯里市药食同源植物资源调查研究,"雷启义,谢峰,周江菊,张文华,李性苑","凯里,药食同源植物,传统知识,药用植物,民族植物学","凯里地区苗族食用和药用同一植物防治疾病的现象较为普遍.为了掌握这类药食药同源植物资源和相关传统知识的现状.本研究运用民族植物学的方法进行实地调查,共记录药食同源植物种,隶属科属,其中数量最多的是唇形科,共有种;其次为蔷薇科,共种,再次为百合科、豆科、马齿苋科、菊科植物,每科各有种,其余的均为每科种.木本类有种,草本类种,草本类为苗族药食同源植物的主要类群,食用以叶和果实为主,药用以全草为主,这类植物主要是防治消化系统、血液循环系统和免疫系统等疾病.少数民族地区药食同源植物资源和相关传统知识非常丰富,需要深入地调查和研究,保护性开发这类深藏在少数民族民间利用药食同源植物的宝贵传统知识,更好地为人类的健康服务."
49,49,49,49,49,49,木部类、果部类和草部类药食同源中药安全性评价研究进展,"吴玲,郑琴,张科楠,罗俊,郭园园,吴海霞,肖帅,李文静","药食同源中药,木部类,果部类,草部类,安全性","药食同源中药是我国古人通过长期实践总结的既可以药用又可以食用的物质.虽然药食同源中药的活性成分、药理作用已有大量文献报道,但有关其安全性方面的报道相对较少.中国古代本草著作,尤其是食物类本草著作记载了大量的药食同源中药,并对来源、品种、功效、禁忌、用法与用量等进行了系统的概述.通过系统地查阅和整理相关文献资料,对木部类、果部类及草部类药食同源中药的安全性或不良反应进行综述,为其食疗和保健研究提供依据."
50,50,50,50,50,50,种药食同源中药治疗桥本甲状腺炎的研究进展,"李媛媛,周鸿铭,唐小牛","药食同源,中药,桥本甲状腺炎","随着桥本甲状腺炎的发病率逐年提高,药食同源药材既能作为药品又能作为食品,安全性高可以长期服用.文章对卫计委公布的《既是食品又是药品的物品名单》进行分类总结,以《中国药典》为依据,选出种具有治疗桥本甲状腺炎作用的药食同源中药:夏枯草、蒲公英、人参,并总结这种中药近年来治疗桥本甲状腺炎的实验研究和部分临床治疗效果,为进一步预防和治疗桥本甲状腺炎以及对桥本甲状腺炎患者的日常饮食指导起到积极作用."
